"nome", "sobrenome", "email", "datanascimento", "genero", "tiposanguineo", "endereco", "cidade", "estado", "cep","cpf", "frkPlanoSaude"
"Cauã", "Araujo", "CauaPintoAraujo@einrot.com", "11/29/1961", "M", "A+", "Rua Bernadete Barreto 200", "Jaboatão dos Guararapes", "PE", "54340-385","18832359871", "231"
"Tânia", "Costa", "TaniaAlvesCosta@superrito.com", "2/10/1945", "F", "O+", "Vila Joaquim Stark 393", "Petrópolis", "RJ", "25660-045","94969248320", "45"
"Davi", "Rodrigues", "DaviMeloRodrigues@jourrapide.com", "7/26/1981", "M", "O+", "Rodovia Antônio Machado Sant'Anna 43", "Ribeirão Preto", "SP", "14098-800","43186152941", "345"
"Raissa", "Carvalho", "RaissaRibeiroCarvalho@dayrep.com", "7/23/1968", "F", "B+", "Rua Jardim Ipiranga 662", "Vitória de Santo Antão", "PE", "55614-590","75062203422", "895"
"Erick", "Goncalves", "ErickSilvaGoncalves@fleckens.hu", "7/24/1982", "M", "O+", "Rua Elmo Ribeiro do Val 1267", "Vitória", "ES", "29055-210","39852806904", "956"
"Tânia", "Dias", "TaniaCarvalhoDias@rhyta.com", "7/17/1992", "F", "A+", "Avenida Jussara 63", "Rondonópolis", "MT", "78730-400","10742050491", "895"
"Matilde", "Araujo", "MatildeMartinsAraujo@cuvox.de", "7/12/1966", "F", "A+", "Rua Washington Luís 674", "Santa Rita", "PB", "58303-205","50640555799", "345"
"Giovanna", "Cavalcanti", "GiovannaAlmeidaCavalcanti@fleckens.hu", "1/3/1941", "F", "O+", "Travessa João Luís 572", "São Gonçalo", "RJ", "24417-235","90713261951", "345"
"Clara", "Martins", "ClaraSouzaMartins@einrot.com", "11/9/1991", "F", "A+", "Rua Bela Vista 859", "Jaboatão dos Guararapes", "PE", "54330-037","72604816920", "323"
"Marina", "Goncalves", "MarinaAzevedoGoncalves@armyspy.com", "1/16/2004", "F", "O+", "Rua C 815", "Guarujá", "SP", "11443-480","23840813905", "389"
"Enzo", "Costa", "EnzoCarvalhoCosta@rhyta.com", "12/3/1975", "M", "B+", "Rua Quintino Bocaiúva 1473", "Vila Velha", "ES", "29106-260","59086541755", "986"
"Isabela", "Santos", "IsabelaCostaSantos@armyspy.com@g.com", "1/7/1985", "F", "B+", "Rua Waldemar Cordeiro 1663", "Santana de Parnaíba", "SP", "06537-190","27778475847", "231"
"Alice", "Rodrigues", "AliceBarrosRodrigues@jourrapide.com", "6/22/1955", "F", "O-", "Alameda Um 1435", "Volta Redonda", "RJ", "27279-270","94815628165", "112"
"Igor", "Sousa", "IgorCarvalhoSousa@superrito.com", "12/26/1949", "M", "O+", "Rua Boa Vista 1848", "Vitória de Santo Antão", "PE", "55610-400","03356927370", "122"
"Eduardo", "Cardoso", "EduardoLimaCardoso@einrot.com", "5/2/1940", "M", "O+", "Rua Dezessete 84", "Ribeirão das Neves", "MG", "33823-400","83968104943", "895"
"Diogo", "Martins", "DiogoSantosMartins@armyspy.com", "12/9/1981", "M", "A+", "Rua Itu 1282", "Campinas", "SP", "13025-340","22624818065", "231"
"Tomás", "Costa", "TomasLimaCosta@rhyta.com", "6/6/1962", "M", "O+", "Rua João Miguel Hueb 64", "Uberaba", "MG", "38030-010","56852584291", "112"
"Luiza", "Goncalves", "LuizaGomesGoncalves@rhyta.com", "2/9/1968", "F", "O+", "Rua Missouri 911", "São Gonçalo", "RJ", "24724-590","57579514435", "98"
"Vitór", "Sousa", "VitorCastroSousa@superrito.com", "5/30/2001", "M", "A+", "Via Cândido de Oliveira 1316", "Goiânia", "GO", "74355-070","83521760804", "45"
"Raissa", "Alves", "RaissaBarbosaAlves@einrot.com", "3/24/1982", "F", "O-", "Quadra QNP 10 Conjunto F 997", "Ceilândia", "DF", "72231-106","72871463123", "323"
"Clara", "Sousa", "ClaraSilvaSousa@armyspy.com", "9/9/1936", "F", "B+", "Rua José do Patrocínio 90", "Petrolina", "PE", "56328-150","66819239254", "895"
"Clara", "Silva", "ClaraCostaSilva@armyspy.com", "6/25/1991", "F", "O+", "Rua Quarenta e Quatro 1543", "Cabo de Santo Agostinho", "PE", "54530-510","66652490340", "91"
"João", "Castro", "JoaoOliveiraCastro@einrot.com", "8/31/1939", "M", "O-", "Quadra Dirceu Arcoverde-II 1988", "Teresina", "PI", "64078-100","09240221246", "45"
"Raissa", "Lima", "RaissaGomesLima@einrot.com", "3/5/1972", "F", "A+", "Quadra Quadra 37 1302", "Valparaíso de Goiás", "GO", "72876-337","02072471532", "45"
"Igor", "Carvalho", "IgorRibeiroCarvalho@gustr.com", "12/3/1979", "M", "AB+", "Avenida João Maurício 1445", "João Pessoa", "PB", "58038-000","82772214877", "986"
"Bruno", "Almeida", "BrunoSantosAlmeida@jourrapide.com", "2/14/1959", "M", "A+", "Rua Dona Rosa da Fonseca 318", "Recife", "PE", "52051-410","12388125200", "895"
"Júlio", "Correia", "JulioMartinsCorreia@superrito.com", "11/20/1963", "M", "O+", "Rua Toscana 1301", "Itatiba", "SP", "13256-236","12638933929", "986"
"Marina", "Costa", "MarinaLimaCosta@teleworm.us", "11/16/1945", "F", "O+", "Rua Telma 425", "Queimados", "RJ", "26353-040","96265434349", "986"
"Estevan", "Alves", "EstevanCarvalhoAlves@fleckens.hu", "12/17/1989", "M", "B+", "Rua Venezuela 1018", "Ferraz de Vasconcelos", "SP", "08505-580","26882212643", "45"
"Tânia", "Pinto", "TaniaFerreiraPinto@fleckens.hu", "7/2/1950", "F", "B+", "Rua Rosa Breciani Farnochi 819", "Ribeirão Preto", "SP", "14077-330","77705089670", "389"
"Clara", "Oliveira", "ClaraBarbosaOliveira@rhyta.com", "10/18/1981", "F", "B+", "Rua W 141", "Manaus", "AM", "69089-300","66988130284", "145"
"Isabelle", "Rodrigues", "IsabelleAzevedoRodrigues@cuvox.de", "7/2/1998", "F", "AB+", "Quadra Quadra 012 57", "Gama", "DF", "72415-600","97861322700", "956"
"Danilo", "Cunha", "DaniloGoncalvesCunha@fleckens.hu", "8/26/1966", "M", "B-", "Rua Paranaguá 1387", "Laranjeiras do Sul", "PR", "85302-370","97166345950", "122"
"Carlos", "Alves", "CarlosRibeiroAlves@jourrapide.com", "4/5/1982", "M", "A+", "Rua Noca Dauzaker 1781", "Dourados", "MS", "79840-470","71951516206", "345"
"Sofia", "Gomes", "SofiaAlvesGomes@fleckens.hu", "10/26/1998", "F", "A+", "Rua Geraldo Pereira 1050", "Resende", "RJ", "27535-050","52202877452", "91"
"Eduarda", "Oliveira", "EduardaRochaOliveira@cuvox.de", "9/7/1997", "F", "O+", "Rua Dimas Simonetti 981", "Bauru", "SP", "17023-875","37763172134", "98"
"Igor", "Rodrigues", "IgorGoncalvesRodrigues@einrot.com", "6/7/1967", "M", "O+", "Rua Jesus Pão da Vida 1846", "Sarandi", "PR", "87114-523","55444142627", "345"
"Mariana", "Melo", "MarianaPintoMelo@cuvox.de", "3/21/1990", "F", "O+", "Rua Mani 907", "Santa Luzia", "MG", "33130-290","19176700798", "45"
"Paulo", "Castro", "PauloFernandesCastro@armyspy.com", "10/25/1936", "M", "O+", "Rua Professor José Olivar 609", "Santos", "SP", "11020-450","53545645657", "956"
"Paulo", "Carvalho", "PauloBarrosCarvalho@cuvox.de", "2/25/1997", "M", "A+", "Rua Vinte e Quatro 766", "Campos dos Goytacazes", "RJ", "28053-165","63941496832", "895"
"Júlia", "Araujo", "JuliaAzevedoAraujo@fleckens.hu", "2/3/1974", "F", "O+", "Rua Joaquim Soares 926", "Fortaleza", "CE", "60762-090","52996586301", "389"
"Guilherme", "Santos", "GuilhermeOliveiraSantos@gustr.com", "5/18/2003", "M", "O+", "Rua Genaro Vigorito 1662", "Guarulhos", "SP", "07025-242","85518952066", "231"
"Isabelle", "Cavalcanti", "IsabellePereiraCavalcanti@rhyta.com", "8/27/1965", "F", "A+", "Rua Matheus Romeiro Pinto 1462", "Campinas", "SP", "13080-240","78032461922", "122"
"Júlia", "Almeida", "JuliaBarrosAlmeida@einrot.com", "7/12/1988", "F", "B+", "Rua Antônio Raposo Barreto 1579", "São Paulo", "SP", "04904-170","76744771507", "956"
"Estevan", "Dias", "EstevanGoncalvesDias@dayrep.com", "7/13/1966", "M", "B+", "Rua Hélio Sampaio Camargo 385", "Limeira", "SP", "13486-147","85454832367", "112"
"Mateus", "Cavalcanti", "MateusLimaCavalcanti@rhyta.com", "5/16/1983", "M", "A+", "Rua Olívia Martins 1809", "Jandira", "SP", "06636-130","39472228909", "895"
"Pedro", "Cardoso", "PedroOliveiraCardoso@fleckens.hu", "4/15/1953", "M", "B+", "Rua Vicente Meirinho 1207", "Itajaí", "SC", "88304-310","40231781601", "895"
"Isabelle", "Martins", "IsabelleGoncalvesMartins@armyspy.com", "5/16/1995", "F", "O-", "Rua Luiz Augusto de Souza 1368", "Pirassununga", "SP", "13635-184","86355219510", "956"
"Julia", "Alves", "JuliaSousaAlves@einrot.com", "9/7/1991", "F", "A-", "Rua Areiópolis 1934", "Recife", "PE", "51011-391","47442843648", "323"
"Kauan", "Costa", "KauanRodriguesCosta@rhyta.com", "8/14/1942", "M", "O+", "Rua José da Silva Mendes 1209", "São Paulo", "SP", "04557-020","50169222250", "895"
"Brenda", "Azevedo", "BrendaGomesAzevedo@dayrep.com", "5/10/1965", "F", "O+", "Rua Quatorze de Novembro 942", "Cascavel", "PR", "85802-280","91031641106", "45"
"Vitor", "Castro", "VitorRibeiroCastro@cuvox.de", "9/17/1969", "M", "B+", "Rua Rio Xenório 1055", "Abreu e Lima", "PE", "53510-620","97474968100", "895"
"Larissa", "Cavalcanti", "LarissaRibeiroCavalcanti@superrito.com", "8/19/1970", "F", "O+", "Rua Governador Palheta 224", "Sapucaia do Sul", "RS", "93210-130","11286397260", "122"
"Leila", "Dias", "LeilaRodriguesDias@teleworm.us", "10/29/1933", "F", "O-", "Rua 12 77", "Fortaleza", "CE", "60750-260","98534812608", "122"
"Julian", "Araujo", "JulianCostaAraujo@dayrep.com", "5/1/1958", "M", "A+", "Viela Extrema 1188", "Guarulhos", "SP", "07222-171","57249453718", "91"
"Ana", "Gomes", "AnaCarvalhoGomes@armyspy.com", "12/27/1999", "F", "B+", "Rua Turmalina 898", "São João Del Rei", "MG", "36302-188","57244977352", "345"
"Julia", "Carvalho", "JuliaAzevedoCarvalho@teleworm.us", "11/13/1988", "F", "A+", "Rua Vereador Daniel Manara 1046", "Mogi-Mirim", "SP", "13806-344","88404627444", "45"
"Caio", "Araujo", "CaioMartinsAraujo@jourrapide.com", "1/7/1963", "M", "O+", "Rua Paraíba 1500", "Divinópolis", "MG", "35502-457","86609146004", "145"
"Mariana", "Rocha", "MarianaAlvesRocha@fleckens.hu", "7/28/1994", "F", "O+", "Rua Radialista Haroldo Amorim Miranda 113", "Maceió", "AL", "57073-080","79555512302", "895"
"Daniel", "Lima", "DanielCunhaLima@dayrep.com", "11/18/1971", "M", "O-", "Travessa da Saudade 639", "Garanhuns", "PE", "55297-481","07593854400", "98"
"Yasmin", "Correia", "YasminSilvaCorreia@einrot.com", "1/5/1977", "F", "O+", "Avenida Treze-A 1946", "Ituiutaba", "MG", "38302-024","06889672569", "231"
"Bruna", "Martins", "BrunaRibeiroMartins@fleckens.hu", "10/11/1932", "F", "O+", "Rua Aviador Roberto Marques 1670", "João Pessoa", "PB", "58037-370","52049612249", "231"
"Marisa", "Cardoso", "MarisaRibeiroCardoso@dayrep.com", "12/3/1970", "F", "A+", "Rua São Benedito 117", "Cuiabá", "MT", "78065-123","68486290902", "145"
"Guilherme", "Souza", "GuilhermeSousaSouza@teleworm.us", "7/3/1947", "M", "A-", "Rua Ana Salim Amin 1664", "Joinville", "SC", "89237-291","32324763923", "145"
"Amanda", "Lima", "AmandaAlvesLima@fleckens.hu", "4/17/1981", "F", "A+", "Praça do Congresso 60", "Manaus", "AM", "69008-440","65135547053", "986"
"Vinicius", "Araujo", "ViniciusGoncalvesAraujo@fleckens.hu", "3/27/1938", "M", "A-", "Rua Maestro Waldemar de Almeida 902", "Natal", "RN", "59032-410","62898450120", "986"
"Samuel", "Alves", "SamuelFernandesAlves@gustr.com", "6/12/1977", "M", "A+", "Travessa Davi de Cerqueira 1605", "Barra do Piraí", "RJ", "27145-050","64760918167", "145"
"Vitória", "Carvalho", "VitoriaSouzaCarvalho@armyspy.com", "1/11/1940", "F", "AB+", "Rua Marília de Dirceu 1041", "Belo Horizonte", "MG", "30170-090","36460503575", "112"
"Bruna", "Carvalho", "BrunaSousaCarvalho@cuvox.de", "2/24/2001", "F", "B+", "Rua João Nunes 1077", "Belém", "PA", "66635-205","26377643845", "986"
"Gabriel", "Goncalves", "GabrielGomesGoncalves@jourrapide.com", "10/3/2001", "M", "B+", "Rua Anacleto Cadore 236", "Alegrete", "RS", "97546-700","36543935782", "231"
"Sofia", "Almeida", "SofiaGoncalvesAlmeida@fleckens.hu", "9/12/1961", "F", "B+", "Avenida Central 1889", "Betim", "MG", "32536-020","66376894240", "112"
"André", "Ribeiro", "AndreLimaRibeiro@jourrapide.com", "3/26/2003", "M", "A-", "Rua Artur Pernambuco de Almeida 1580", "Paulista", "PE", "53439-280","39257184510", "145"
"Tomás", "Cunha", "TomasGomesCunha@jourrapide.com", "10/2/1991", "M", "O+", "Rua Frederico Alvarenga 1650", "São Paulo", "SP", "01020-030","69181052057", "145"
"Luis", "Araujo", "LuisPereiraAraujo@einrot.com", "8/14/1988", "M", "B-", "Avenida Conselheiro João Evangelista Maciel Porto 97", "Aracaju", "SE", "49081-020","85433941043", "323"
"Rebeca", "Barros", "RebecaMartinsBarros@dayrep.com", "11/2/1965", "F", "B+", "Rua Cláudio Prates 1086", "Teófilo Otoni", "MG", "39803-021","45167195330", "986"
"Luiz", "Almeida", "LuizRochaAlmeida@superrito.com", "8/22/1962", "M", "A+", "Rua Santa Terezinha 9", "Alagoinhas", "BA", "48010-580","35104646130", "895"
"Júlia", "Santos", "JuliaAlmeidaSantos@dayrep.com", "7/5/1990", "F", "B+", "Rua dos Limoeiros 1945", "Queimados", "RJ", "26349-560","01595091653", "112"
"Carlos", "Fernandes", "CarlosPereiraFernandes@gustr.com", "6/13/1943", "M", "O+", "Rua Semente de Uma Luta 880", "São Paulo", "SP", "08142-370","04406505261", "145"
"Yasmin", "Santos", "YasminAraujoSantos@rhyta.com", "7/14/1963", "F", "B+", "Rua Jacuí 1724", "Franca", "SP", "14401-032","58915642627", "122"
"Isabella", "Rocha", "IsabellaGoncalvesRocha@jourrapide.com", "6/25/1935", "F", "B+", "Avenida A 1459", "Uberlândia", "MG", "38407-213","70464113440", "389"
"Renan", "Correia", "RenanCostaCorreia@jourrapide.com", "12/13/1938", "M", "AB+", "Rua do Aço 529", "Londrina", "PR", "86067-150","88717305268", "45"
"Emilly", "Oliveira", "EmillyAraujoOliveira@gustr.com", "9/2/1937", "F", "AB+", "Viela do Juca 1925", "São Paulo", "SP", "05543-085","60048176354", "45"
"Felipe", "Castro", "FelipeCorreiaCastro@gustr.com", "6/9/1939", "M", "O+", "Caminho 25-Qd B 1710", "Salvador", "BA", "41343-724","04068677719", "231"
"Arthur", "Pereira", "ArthurSilvaPereira@einrot.com", "3/31/1998", "M", "A+", "Beco São Lucas 928", "Ponta Grossa", "PR", "84010-285","49610989578", "122"
"Emily", "Castro", "EmilyCavalcantiCastro@superrito.com", "11/3/1966", "F", "O+", "Rua de Pedestre XI 285", "Fortaleza", "CE", "60734-270","48330534979", "345"
"Tânia", "Castro", "TaniaSouzaCastro@superrito.com", "7/13/1961", "F", "O+", "Rua Maria de Lourdes Silva Guedes 765", "João Pessoa", "PB", "58076-162","55681891887", "98"
"Luana", "Castro", "LuanaFerreiraCastro@einrot.com", "6/14/1979", "F", "B+", "Rua Alto da Imbiriba 185", "Jaboatão dos Guararapes", "PE", "54380-470","47040308061", "895"
"Gabrielly", "Pinto", "GabriellyAraujoPinto@einrot.com", "6/18/1946", "F", "O+", "Rua Antero Cursino dos Santos 1645", "São José dos Campos", "SP", "12224-510","88984657697", "98"
"Marisa", "Souza", "MarisaDiasSouza@armyspy.com", "11/15/2001", "F", "B+", "Travessa Gabriel Delanne 752", "São Paulo", "SP", "08021-120","27968368510", "122"
"Clara", "Sousa", "ClaraFerreiraSousa@einrot.com", "8/5/1972", "F", "AB+", "Rua Taquara 1916", "Sapucaia do Sul", "RS", "93228-280","81780374160", "145"
"Laura", "Araujo", "LauraDiasAraujo@armyspy.com", "3/12/1985", "F", "A+", "Rua Venâncio Aires 918", "Santa Maria", "RS", "97010-005","24626035302", "895"
"Livia", "Cavalcanti", "LiviaBarbosaCavalcanti@fleckens.hu", "3/1/2001", "F", "O+", "Rua Olavo de Assis Sartori 569", "Criciúma", "SC", "88811-080","51208075349", "323"
"Vitor", "Fernandes", "VitorSantosFernandes@gustr.com", "1/28/1957", "M", "B+", "Acesso F 661", "Porto Alegre", "RS", "90843-461","36275488417", "112"
"Kai", "Pinto", "KaiSouzaPinto@rhyta.com", "2/21/1979", "M", "A+", "Praça Felício Fortunato Sávio 507", "Taubaté", "SP", "12043-210","89884233560", "956"
"Thaís", "Alves", "ThaisBarbosaAlves@einrot.com", "4/4/1970", "F", "A+", "Rua Pedro de Almeida Lima 540", "Sorocaba", "SP", "18103-040","68121061431", "389"
"Isabela", "Fernandes", "IsabelaSousaFernandes@cuvox.de@g.com", "5/5/1953", "F", "O+", "Rua Gabriel Sylvestre Teixeira de Carvalho 437", "São Paulo", "SP", "04640-130","89856532370", "122"
"Luiz", "Fernandes", "LuizRibeiroFernandes@teleworm.us", "10/18/1943", "M", "O+", "Rua Wamberto Dias da Costa 226", "São Carlos", "SP", "13569-080","21792989865", "323"
"Murilo", "Azevedo", "MuriloSouzaAzevedo@superrito.com", "4/3/1963", "M", "B+", "Rua Sessenta e Três 678", "Contagem", "MG", "32070-250","74300248079", "323"
"Giovana", "Barros", "GiovanaRodriguesBarros@superrito.com", "10/23/1988", "F", "B+", "Rua Apetumbi 1922", "São Paulo", "SP", "02378-100","43139511647", "145"
"Isabelle", "Alves", "IsabelleOliveiraAlves@dayrep.com", "1/4/1935", "F", "O+", "Travessa Apinagés 1693", "Belém", "PA", "66045-110","88793508972", "122"
"Guilherme", "Cavalcanti", "GuilhermeCarvalhoCavalcanti@gustr.com", "10/3/1939", "M", "O-", "Rua Adalberto Scherer 694", "Curitiba", "PR", "81030-480","68694642786", "389"
"Julia", "Pinto", "JuliaPereiraPinto@fleckens.hu", "11/4/1934", "F", "O+", "Rodovia ES-060 1469", "Guarapari", "ES", "29215-000","29244267080", "345"
"Martim", "Barros", "MartimAzevedoBarros@cuvox.de", "8/2/1966", "M", "A+", "Rua Astério Rufino Alves 400", "Recife", "PE", "52060-470","22818545234", "986"
"Luiza", "Melo", "LuizaCastroMelo@rhyta.com", "9/13/1932", "F", "O+", "Rua Parnaíba 1402", "Betim", "MG", "32665-330","11697893317", "122"
"Júlia", "Martins", "JuliaCastroMartins@teleworm.us", "3/23/1986", "F", "O+", "Rua Manequinho 422", "São Paulo", "SP", "05065-130","10716146819", "91"
"Rafael", "Correia", "RafaelMartinsCorreia@jourrapide.com", "12/7/1932", "M", "A+", "Rua Paulo Aragão 1734", "Sobral", "CE", "62011-250","52919704486", "231"
"Vinícius", "Melo", "ViniciusRochaMelo@cuvox.de", "12/25/1940", "M", "A+", "Rua Cavalo-Marinho 1227", "Caraguatatuba", "SP", "11676-635","25100755350", "122"
"Diego", "Martins", "DiegoAraujoMartins@armyspy.com", "4/6/1989", "M", "O-", "Rua Santa Cruz 1963", "São Paulo", "SP", "04121-000","63785342683", "986"
"Kai", "Castro", "KaiPintoCastro@einrot.com", "12/8/1941", "M", "A-", "Rua Daniel Ribeiro Callado 243", "Rio de Janeiro", "RJ", "21850-145","07490300037", "45"
"Giovanna", "Castro", "GiovannaAraujoCastro@superrito.com", "9/2/1943", "F", "B+", "Rua Rio Bananal 190", "Recife", "PE", "51290-430","12574082834", "986"
"Gustavo", "Gomes", "GustavoSousaGomes@einrot.com", "12/22/1986", "M", "A+", "Rua Adolpho Porfírio dos Santos 1080", "Tatuí", "SP", "18277-701","53718959739", "345"
"Carolina", "Oliveira", "CarolinaBarbosaOliveira@einrot.com", "12/22/1989", "F", "B+", "Rua C 26 1901", "Goiânia", "GO", "74265-160","51093836423", "122"
"Luana", "Souza", "LuanaRodriguesSouza@fleckens.hu", "1/1/1980", "F", "O+", "Rua Augusto Bulle 1348", "São Bernardo do Campo", "SP", "09790-470","84757876300", "231"
"Ágatha", "Melo", "AgathaCavalcantiMelo@rhyta.com", "9/10/1996", "F", "A-", "Rua Rita de Sousa 1603", "Rio de Janeiro", "RJ", "21221-140","58598384925", "45"
"Isabela", "Barros", "IsabelaAlvesBarros@gustr.com@g.com", "3/21/1985", "F", "AB+", "Travessa Manuel Palau 859", "São Paulo", "SP", "04429-090","79210418093", "986"
"Emily", "Barbosa", "EmilyPereiraBarbosa@armyspy.com", "4/27/1954", "F", "A+", "Rua do Açafrão 997", "Rio de Janeiro", "RJ", "21870-330","97288247422", "895"
"Breno", "Oliveira", "BrenoMeloOliveira@gustr.com", "3/25/1945", "M", "A+", "Rua Construtor João Alves 1559", "Aracaju", "SE", "49020-340","07425755602", "895"
"Enzo", "Carvalho", "EnzoCavalcantiCarvalho@superrito.com", "10/10/1982", "M", "A+", "Rua Gaivota 306", "Japeri", "RJ", "26495-080","03547528470", "389"
"Rafael", "Goncalves", "RafaelAlvesGoncalves@cuvox.de", "10/27/1976", "M", "AB+", "Rua Lupicínio Rodrigues 1347", "São Bernardo do Campo", "SP", "09891-060","78373884297", "986"
"Amanda", "Souza", "AmandaCastroSouza@cuvox.de", "12/16/1937", "F", "AB-", "Rua Barbacena 673", "Cabo Frio", "RJ", "28915-460","99696928955", "345"
"Igor", "Rocha", "IgorSantosRocha@armyspy.com", "5/15/1989", "M", "AB+", "Rua Dois 1988", "Valinhos", "SP", "13272-786","69572346229", "986"
"Pedro", "Fernandes", "PedroSouzaFernandes@jourrapide.com", "6/1/1945", "M", "A+", "Rua Dona Maria José 49", "Itajubá", "MG", "37504-008","64405496692", "956"
"Sophia", "Dias", "SophiaCorreiaDias@einrot.com", "3/27/1944", "F", "O+", "Rua Alfredo José Gomes 659", "Petrópolis", "RJ", "25650-030","50727252194", "986"
"Emilly", "Ribeiro", "EmillyFerreiraRibeiro@armyspy.com", "4/3/1974", "F", "B+", "Rua Maciel Pinheiro 190", "Campina Grande", "PB", "58100-070","29916009856", "231"
"Julian", "Santos", "JulianPintoSantos@gustr.com", "4/17/1944", "M", "B+", "Rua Rio de Janeiro 1212", "Arapiraca", "AL", "57300-420","62141849144", "345"
"Kauan", "Dias", "KauanRochaDias@einrot.com", "3/1/1944", "M", "O+", "Rua Rio Tocantins 1212", "Cambé", "PR", "86185-020","68398696443", "145"
"Otávio", "Silva", "OtavioRochaSilva@teleworm.us", "8/21/1941", "M", "A-", "Rua Quinze de Novembro 727", "Itu", "SP", "13300-060","15160228152", "112"
"Júlio", "Gomes", "JulioBarrosGomes@einrot.com", "1/14/1951", "M", "B+", "Rua Castro Alves 211", "Gravataí", "RS", "94045-280","69343823231", "345"
"Eduarda", "Fernandes", "EduardaSilvaFernandes@jourrapide.com", "6/9/1973", "F", "A+", "Estrada Chapadão 1131", "São Paulo", "SP", "04477-450","16522896150", "98"
